quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,ocr_style_label
2025Q3_PRE_ALIGNED,24,7273.T,イクヨ,輸送用機器,0.9285018218041844,257.1428473502833,113.42281879194628,39.78464548840868,93.63636363636364,0.8576891117657046,32.23703794126157,75.0,93.30985915492955,100.0,795.0,6276,257.1428473502833,2025-06-30,2025-06-30,2.2,2.2,26.3,2.2,2.2,medium,medium,low,low,low,"4835栋E楼
株伍指标
予想PER
（倍）
<26.3>
2.2
<27.3>
14.3
实PER
高值平均
11.2
安值平均
3.4
PBR
86'0
株倡(5/28)
3925P9
最低購人额
25
0.7
39万2500F
速计特
7273
输
支4色",2792.png,1.0,0.6060121564482029,0.9809888982584692,業績急伸型
2025Q3_PRE_ALIGNED,13,5592.T,くすりの窓口,情報・通信業,0.9341851325349968,139.05367231638417,66.33906633906635,27.661829949451544,42.39713774597496,0.7001105847850164,34.13552881570614,75.0,100.0,100.0,3385.0,592,139.05367231638417,2025-06-30,2025-06-30,13.0,13.0,26.3,13.0,13.0,medium,medium,low,low,low,"2559
株伍指标
（倍）
予想PER
<26.3>
13.0
<27.3>
12.6
实PER
高值平均
24.2
安值平均
15.3
PBR
3.44
株倡(5/28)
2588
最低購人额
25
27.5
25万88009
又速过特
5592
情",1914.png,0.7663316582914573,0.6500792811839323,0.9512851259107622,業績急伸型
2025Q3_PRE_ALIGNED,14,3763.T,プロシップ,情報・通信業,0.9337874129486172,112.23443223443223,65.54285714285714,20.929037792625603,30.22300469483568,0.7628078638865277,20.01299545159194,75.0,96.82486631016044,95.0,1448.5,5190,112.23443223443223,2025-06-30,2025-06-30,17.0,17.0,26.3,17.0,17.0,medium,medium,low,low,low,"2626布E楼
株伍指标
予想PER
（倍）
<26.3>
17.0
<27.3>
13.6
实PER
高值平均
14.5
安值平均
10.7
PBR
3-51
株倡(5/28)
2473m
最低購人额
25
24.1
24万73009
3763
情",1050.png,0.6038525963149078,0.6475885306553911,0.9486282734059072,業績急伸型
2025Q3_PRE_ALIGNED,31,6269.T,三井海洋開発,機械,0.9231904548417282,124.60087082728592,50.24271844660196,23.343560509975116,40.03189792663478,0.7693500844063007,35.18080432578574,66.66666666666666,97.78830963665088,100.0,6190.0,5624,124.60087082728592,2025-06-30,2025-06-30,8.2,8.2,25.12,8.2,8.2,medium,medium,low,low,low,"5150
株伍指标
予想PER
（倍）
<25.12>
8.2
(26.12>
6.9
实PER
高值平均
13.0
安值平均
7.1
PBR
1.86
株倡(5/28)
3
4880F
E
CIA
最低購人额
25
48万8000P
6269
100H",2214.png,0.8604651162790697,0.4114098837209302,0.9515158491094458,業績急伸型
2025Q3_PRE_ALIGNED,89,3625.T,テックファームホールディングス,情報・通信業,0.8877198015971953,73.01293900184842,42.24924012158056,23.70089938647976,41.82194616977226,0.6786250020750592,36.89700130378096,66.66666666666666,96.09856262833677,95.0,936.0,4409,73.01293900184842,2025-06-30,2025-06-30,14.8,14.8,25.6,14.8,14.8,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.6>
14.8
<26.6>
13.8
实PER
高值平均
43.5
安值平均
17.7
PBR
2.38
株倡（5/28)
8789
最低購人额
25
8万7800P
3625
特
情",978.png,0.7018425460636516,0.4882333509513741,0.9126403387359509,業績急伸型
2025Q3_PRE_ALIGNED,49,1965.T,テクノ菱和,建設業,0.910484949851472,108.26210826210824,39.29115853658536,22.65797684445057,42.99999999999999,0.7777724725311761,38.52071005917159,66.66666666666666,96.9496021220159,95.0,3655.0,6276,108.26210826210824,2025-06-30,2025-06-30,9.5,9.5,26.3,9.5,9.5,medium,medium,low,low,low,"3485
株伍指标
予想PER
（倍）
<26.3>
9.5
<27.3>
9.4
实PER
高值平均
9.7
安值平均
5.1
PBR
1.31
株倡(5/28)
2
3295P
最低購人额
25
14.2
32万9500m
1965
建",236.png,0.7176470588235294,0.6040697674418605,0.93494036931364,業績急伸型
2025Q3_PRE_ALIGNED,36,4619.T,日本特殊塗料,化学,0.919065172403384,61.83889340927584,35.21414004078858,15.225542400089964,25.544959128065404,0.7238440391554849,17.87709497206704,75.0,99.05378486055776,85.0,1989.0,6276,61.83889340927584,2025-06-30,2025-06-30,9.7,9.7,26.3,9.7,9.7,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<26.3>
9.7
<27.3>
8.6
实PER
高值平均
8.6
安值平均
5.8
PBR
0-67
株倡(5/28)
1775F
最低購人额
25
8.9
17万75009
4619
花",1557.png,0.7390243902439024,0.6100356765327696,0.9044454516665678,業績急伸型
2025Q3_PRE_ALIGNED,16,6554.T,エスユーエス,サービス業,0.9323510134239968,67.44186046511629,34.210526315789465,17.82713214352046,36.015831134564635,0.7821295119475389,19.650067294751004,75.0,99.35064935064936,100.0,1224.0,2089,67.44186046511629,2025-06-30,2025-06-30,10.8,10.8,25.9,10.8,10.8,medium,medium,low,low,low,"株伍指标
有正K
予想PER
（倍）
<25.9>
10.8
<26.9>
9.4
实PER
高值平均
26.6
安值平均
11.3
PBR
2.47
株倡(5/28)
1085F
最低購人额
25
10万8500m
速>特
6554
H
8铺册色",2394.png,0.7593632958801498,0.4936971458773784,0.9403253302614027,業績急伸型
2025Q3_PRE_ALIGNED,59,3495.T,香陵住販,不動産業,0.9048296761224583,49.6969696969697,33.5135135135135,14.106569221460852,24.524456521739136,0.7788998448202384,11.465798045602604,66.66666666666666,96.15051903114188,100.0,2223.0,1828,49.6969696969697,2025-06-30,2025-06-30,5.4,5.4,25.9,5.4,5.4,medium,medium,low,low,low,"株伍指标
1951ER
予想PER
（倍）
<25.9>
5.4
<26.9>
6.8
实PER
高值平均
6.4
安值平均
4.5
PBR
68-0
株倡(5/28)
19349
最低購人额
25
19万3400P9
3495
宋",920.png,0.9586466165413534,0.4823070824524312,0.9241913298276134,業績急伸型
2025Q3_PRE_ALIGNED,26,4709.T,ＩＤホールディングス,情報・通信業,0.9254411572341672,65.41143654114366,29.4759825327511,16.829309411220066,35.309793471019326,0.8488873104435811,27.67086927670869,75.0,98.21946169772256,100.0,2372.0,6535,65.41143654114366,2025-06-30,2025-06-30,15.0,15.0,26.3,15.0,15.0,medium,medium,low,low,low,"株伍指标
2177
海正格
予想PER
（倍）
<26.3>
15.0
<27.3>
13.7
实PER
高值平均
14.3
安值平均
8.7
PBR
2.67
株倡(5/28)
2157F
最低購人额
25
18.7
21万5700m
>因速I 特
4709
情",1605.png,0.6934673366834171,0.6507862050739958,0.9439375713432828,業績急伸型
