quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,ocr_style_label
2025Q4_PRE,270,7490.T,日新商事,卸売業,0.8064928153273018,50.33783783783783,31.52709359605912,14.028011333910264,20.67510548523206,0.6673090636837968,9.67032967032967,66.66666666666666,93.35664335664336,100.0,1335.0,6262,50.84745762711864,2025-09-30,2025-09-30,2.3,2.3,26.3,2.3,2.3,medium,medium,low,low,low,"1210
株伍指标
予想PER
（倍）
<26.3>
2.3
<27.3>
17.4
实PER
高值平均
21.8
安值平均
19.8
PBR
0-31
株倡（8/27)
6
确
1170m
最低購人额
5
27
11万7000m
速速の特
7490
卸
K",2927.png,1.0,0.5790713145290047,0.857856572645024,業績急伸型
2025Q4_PRE,301,4404.T,ミヨシ油脂,食料品,0.798759978712081,40.08951406649616,22.061281337047344,12.846731265191448,16.824395373291278,0.6983866787520638,16.287015945330296,75.0,98.6048604860486,55.00000000000001,2191.0,6276,35.91811414392059,2025-09-30,2025-09-30,2.2,2.2,25.12,2.2,2.2,medium,medium,low,low,low,"株伍指标
海正餐
予想PER
（倍）
<25.12>
2.2
(26.12>
11.1
实PER
高值平均
6.7
安值平均
4.3
PBR
0-55
株倡(8/27)
2106m
最低購人额
5
21万600P
特
4404
食",1444.png,1.0,0.3958422032996274,0.7614422565194252,業績急伸型
2025Q4_PRE,260,7509.T,アイエーグループ,小売業,0.8086003193187867,29.37595129375952,20.738636363636356,11.187221692872969,12.482269503546096,0.8056161997845239,9.226190476190476,75.0,100.0,75.0,4250.0,6535,35.35031847133758,2025-09-30,2025-09-30,5.0,5.0,26.3,5.0,5.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
5.0
<27.3>
4.8
实PER
高值平均
4.5
安值平均
3.9
PBR
0-37
7
株倡(8/27)
确
3900m
最低購人额
5
8.3
39万月
7509
特",2936.png,0.9969325153374232,0.5868147951037785,0.7779869611495476,中間型
2025Q4_PRE,1724,6060.T,こころネット,サービス業,0.5240659925492284,10.34126163391933,6.913827655310612,9.534940045983838,10.526315789473696,0.4449322221406652,13.37890625,50.0,97.0,65.0,1067.0,3385,11.727748691099473,2025-09-30,2025-09-30,5.2,5.2,26.3,5.2,5.2,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
5.2
<27.3>
5.2
实PER
高值平均
15.1
安值平均
11.9
PBR
0.43
株佰（8/27)
1066m
十万件
最低購人额
5
1.4
10万6600m
6060
H",2111.png,0.9962616822429906,0.587746141564662,0.4761841405002661,中間型
2025Q4_PRE,277,3004.T,神栄,卸売業,0.8052368281000531,37.97846889952152,26.61909989023052,10.200443465352738,14.464751958224545,0.6396008726708596,17.84064665127021,66.66666666666666,98.80085653104923,100.0,2307.0,6276,39.22751961375981,2025-09-30,2025-09-30,5.1,5.1,26.3,5.1,5.1,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
5.1
<27.3>
6.2
实PER
高值平均
5.1
安值平均
3.1
PBR
0-94
株（8/27)
2
2128m
最低購人额
5
6.1
21万28009
连中特
3004
卸",665.png,0.9948096885813148,0.586987759446514,0.8166112293773284,中間型
2025Q4_PRE,591,5280.T,ヨシコン,不動産業,0.7353592336349123,58.27770360480642,5.144124168514419,9.425010199255723,13.154172560113151,0.8530685318616918,12.566686425607587,58.333333333333336,93.34645669291338,70.0,2371.0,6532,53.06649451258876,2025-09-30,2025-09-30,5.1,5.1,26.3,5.1,5.1,medium,medium,low,low,low,"2400
株伍指标
予想PER
（倍）
<26.3>
5.1
<27.3>
4.7
实PER
高值平均
5.5
安值平均
4.2
PBR
0-60
株（8/27)
2311月
最低購人额
5
1.5
23万11009
5280
宋
爽增",1853.png,0.9924242424242424,0.586428951569984,0.7025212879191058,中間型
2025Q4_PRE,496,8181.T,東天紅,小売業,0.7562213943587015,35.69023569023568,39.28571428571428,16.404889272252422,26.49999999999999,0.4650312542993122,13.172338090010982,58.333333333333336,95.57312252964428,100.0,1209.0,6276,52.45901639344262,2025-09-30,2025-09-30,6.0,6.0,26.2,6.0,6.0,medium,medium,low,low,low,"有正校
株伍指标
予想PER
（倍）
<26.2>
6.0
<27.2>
5.8
实PER
高值平均
6.5
安值平均
4.3
PBR
0-39
株幅(8/27)
万H
10229
最低購人额
5
67
10万2200m
8181
小",3315.png,0.9861963190184048,0.4785391165513571,0.7775345928685472,中間型
2025Q4_PRE,252,3020.T,アプライド,小売業,0.8099095263438,45.97191426459719,12.056737588652489,13.731137918310344,26.93498452012384,0.8031637276968729,14.467353951890038,75.0,96.34146341463416,80.0,3950.0,4937,53.69649805447472,2025-09-30,2025-09-30,6.0,6.0,26.3,6.0,6.0,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<26.3>
6.0
<27.3>
5.9
实PER
高值平均
5.8
安值平均
4.1
PBR
88-0
株倡(8/27)
2
3930m
1万件
最低購人额
6.0
39万3000m
速州特
3020",669.png,0.9861963190184048,0.5888105375199574,0.7792908461947845,中間型
2025Q4_PRE,105,2286.T,林兼産業,食料品,0.8561734965407133,54.1304347826087,39.56692913385827,17.394056100058943,20.472440944881896,0.6656573538224968,16.666666666666664,75.0,98.06362378976486,100.0,709.0,6276,47.4012474012474,2025-09-30,2025-09-30,5.6,5.6,26.3,5.6,5.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
5.6
<27.3>
5.4
实PER
高值平均
9.1
安值平均
6.7
PBR
0.45
株佰（8/27)
25
6369
山
最低購人额
5
92
6万3600P
外速利特
2286
食",298.png,0.983739837398374,0.5863557743480574,0.8838544438531133,業績急伸型
2025Q4_PRE,337,9220.T,エフビー介護サービス,サービス業,0.7920276742948377,32.4295010845987,17.291066282420744,8.65311953085503,14.176974310180787,0.78552024644779,11.846001974333664,66.66666666666666,98.46774193548389,95.0,1221.0,959,33.006535947712415,2025-09-30,2025-09-30,6.4,6.4,26.3,6.4,6.4,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
6.4
<27.3>
6.3
实PER
高值平均
8.5
安值平均
5.7
PBR
0-81
株（8/27)
2
11939
最低購人额
5
1.4
11万93009
9220
新",3614.png,0.9822429906542056,0.589888238424694,0.7912852581160191,中間型
2025Q4_PRE,325,6748.T,星和電機,電気機器,0.7939755188930283,38.3587786259542,29.233511586452757,12.644358672233627,15.91289782244556,0.6008061984124032,17.957746478873236,75.0,95.8994708994709,90.0,725.0,6469,41.05058365758756,2025-09-30,2025-09-30,6.3,6.3,25.12,6.3,6.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.12>
6.3
(26.12>
6.1
实PER
高值平均
7.8
安值平均
5.4
PBR
0-50
株倡(8/27)
6799
十万件
最低購人额
6万7900F
6748
金",2514.png,0.9802631578947368,0.4064595529536987,0.8068919638105375,中間型
2025Q4_PRE,684,8891.T,ＡＭＧホールディングス,不動産業,0.7218573709419905,34.852216748768484,9.719438877755504,8.966488495634756,12.397540983606548,0.7865786572231592,17.552916881775936,75.0,94.60043196544277,65.0,2190.0,5770,22.483221476510074,2025-09-30,2025-09-30,5.8,5.8,26.3,5.8,5.8,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
5.8
<27.3>
5.6
实PER
高值平均
6.8
安值平均
4.0
PBR
0-56
株幅(8/27)
2
2210m
最低購人额
22万1000F
92
速の特
8891
宋
686",3491.png,0.9772727272727272,0.5859167110164981,0.7145689196381054,中間型
2025Q4_PRE,240,9791.T,ビケンテクノ,サービス業,0.8133954230973923,41.18942731277533,28.97384305835009,14.72669841402318,20.207253886010367,0.6566713003505266,12.845849802371545,66.66666666666666,97.63899466869763,100.0,1282.0,5914,43.24022346368714,2025-09-30,2025-09-30,6.6,6.6,26.3,6.6,6.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
6.6
<27.3>
5.5
实PER
高值平均
7.0
安值平均
5.4
PBR
0-39
株佰（8/27)
3
11329
最低購人额
5
4.6
11万32009
9791",3874.png,0.9757009345794392,0.5898749334752528,0.8334819052687599,業績急伸型
2025Q4_PRE,1674,3375.T,ＺＯＡ,小売業,0.5338424693986163,13.433858807402332,6.08974358974359,7.076645468855491,11.197411003236237,0.3768812024340555,17.141049968374446,58.333333333333336,96.33294528521536,70.0,1655.0,5112,6.843124596513883,2025-09-30,2025-09-30,6.6,6.6,26.3,6.6,6.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
6.6
<27.3>
6.4
实PER
高值平均
7.3
安值平均
5.1
PBR
0.73
株倡(8/27)
1685月
JH
CLEH
最低購人额
5
0.5
16万85009
3375
217",864.png,0.9739263803680982,0.5895290047897818,0.5026144225651943,中間型
2025Q4_PRE,1702,9856.T,ケーユーホールディングス,小売業,0.5273602980308675,6.036036036036041,4.995539696699369,4.925120593996968,5.197132616487465,0.389058096469442,17.591801878736124,58.333333333333336,96.71322925225964,80.0,1177.0,6272,12.523900573613766,2025-09-30,2025-09-30,6.6,6.6,26.3,6.6,6.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
6.6
<27.3>
6.4
实PER
高值平均
7.6
安值平均
4.9
PBR
0-57
株幅(8/27)
1161A
最低購人额
5
0.1
11万61009
9856",3899.png,0.9739263803680982,0.5895290047897818,0.4680614688664183,中間型
2025Q4_PRE,868,9776.T,札幌臨床検査センター,サービス業,0.6845183608302289,18.64057816745568,13.497543546225987,10.093620397537409,20.48872402357138,0.7031527166246981,10.89109586741821,83.33333333333334,89.85959272881682,100.0,195164928.0,6527,21.00840336134453,2025-09-30,2025-09-30,6.7,6.7,26.3,6.7,6.7,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<26.3>
6.7
<27.3>
6.5
实PER
高值平均
9.1
安值平均
7.0
PBR
0-30
株幅(8/27)
1080F
最低購人额
5
12
10万8000P
9776
H",3868.png,0.9738317757009346,0.5899680681213412,0.7393493879723256,中間型
2025Q4_PRE,888,4752.T,昭和システムエンジニアリング,情報・通信業,0.6809845662586483,13.14487632508834,10.413793103448278,10.4172111575299,13.150492264416314,0.7341757937548772,14.459459459459456,66.66666666666666,97.03030303030305,80.0,1601.0,6466,25.1759186864738,2025-09-30,2025-09-30,8.0,8.0,26.3,8.0,8.0,medium,medium,low,low,low,"株伍指标
（倍）
予想PER
<26.3>
8'6
<27.3>
9.6
实PER
高值平均
9.4
安值平均
6.1
PBR
1.23
株幅(8/27)
9
1541F
最低購人额
5
3.9
15万41009
单女特
4752
情",1646.png,0.973421926910299,0.6012972325705161,0.6414382650345929,中間型
2025Q4_PRE,2776,9444.T,トーシンホールディングス,情報・通信業,0.3332836615220862,1.2944983818770297,0.6430868167202508,2.997405035824678,3.60655737704918,0.3545934462104699,14.878397711015731,50.0,89.04694167852062,45.0,626.0,5960,-9.275362318840576,2025-09-30,2025-09-30,8.0,8.0,25.4,8.0,8.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.4>
8'9
<26.4>
21.2
实PER
高值平均
13.8
安值平均
12.2
PBR
68-0
株倡(8/27)
万排
624m
最低購人额
6万2400F
9444
情",3738.png,0.973421926910299,0.4434340074507717,0.3280667908461948,中間型
2025Q4_PRE,1616,6230.T,ＳＡＮＥＩ,機械,0.5448403406067057,20.924985899605183,5.719921104536496,10.92246819449884,20.68965517241379,0.4577501149518745,17.037037037037038,66.66666666666666,88.7784679089027,95.0,2144.0,1271,6.007416563658841,2025-09-30,2025-09-30,6.4,6.4,26.3,6.4,6.4,medium,medium,low,low,low,"株伍指标
布正格
予想PER
（倍）
<26.3>
6.4
<27.3>
5.5
实PER
高值平均
9.6
安值平均
6.9
PBR
0-66
株倡(8/27)
2
2041A
器线
最低購人额
5
92
20万4100m
6230
还向特",2211.png,0.9722222222222222,0.5877062267163385,0.6101915912719531,中間型
2025Q4_PRE,860,7919.T,野崎印刷紙業,その他製品,0.6864076636508782,34.86842105263157,10.81081081081081,15.568705537014704,32.59668508287292,0.8794321887761309,17.14285714285714,58.333333333333336,85.41666666666666,100.0,205.0,6272,34.86842105263157,2025-09-30,2025-09-30,5.9,5.9,26.3,5.9,5.9,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<26.3>
5.9
<27.3>
5.7
实PER
高值平均
7.9
安值平均
5.0
PBR
0.72
株倡(8/27)
194m
最低購人额
5
23
1万9400P9
58速于特
7919",3155.png,0.9716981132075472,0.5846128259712613,0.7674627461415647,中間型
