quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,healthy_factors,quarter_end_close,price_rows
2025Q1,1,9072.T,ニッコンホールディングス,陸運業,0.9466968390609029,68.48874598070739,33.16843927776403,13.259795981059783,18.381403357727066,0.8990087026201415,10.208388288050651,83.33333333333334,97.89090909090909,100.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,2692.0,6276
2025Q1,2,247A.T,Ａｉロボティクス,化学,0.9367513135740341,145.83333333333334,30.76923076923077,20.4638561821651,23.00163132137032,0.8424192656857995,18.365183310103184,83.33333333333334,93.15068493150685,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 短中期移動平均の上で推移 / 月間レンジが過度でない,816.0,350
2025Q1,3,2540.T,養命酒製造,食料品,0.935841304225237,121.2353653613242,18.732337505046438,9.151635709180466,17.176470588235304,0.7591189730435022,11.408850994721886,75.0,98.42704149933066,80.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,2941.0,6276
2025Q1,4,5992.T,中央発條,金属製品,0.9268775860701846,163.11844077961018,25.93703148425788,14.373016703998696,17.27828746177369,0.7849539151661968,23.00295857988166,83.33333333333334,93.80234505862647,90.0,上昇トレンドが滑らか / 月次で上昇継続 / 短中期移動平均の上で推移 / 月間レンジが過度でない,1680.0,6276
2025Q1,5,1942.T,関電工,建設業,0.9243499561295766,115.14762516046213,14.634146341463406,15.275730095691861,21.004145555043753,0.8776747950630293,18.920233463035018,83.33333333333334,94.03299403299403,90.0,上昇トレンドが滑らか / 月次で上昇継続 / 短中期移動平均の上で推移 / 月間レンジが過度でない,2679.0,6276
2025Q1,6,1418.T,インターライフホールディングス,建設業,0.9180461792112743,116.76829268292681,35.0609756097561,24.868999365941082,43.43749999999999,0.8450246837717389,32.82208588957055,66.66666666666666,96.51416122004358,55.00000000000001,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 月間レンジが過度でない,443.0,6535
2025Q1,7,5262.T,日本ヒューム,ガラス・土石製品,0.9171244768443889,122.56410256410257,46.593406593406584,30.887376022862934,40.08264462809918,0.8014944017086738,30.415430267062316,83.33333333333334,91.57894736842105,95.0,上昇トレンドが滑らか / 月次で上昇継続 / 短中期移動平均の上で推移,1000.5,6276
2025Q1,8,7419.T,ノジマ,小売業,0.901229134541655,62.7906976744186,15.36707428020263,12.320929530114817,18.168874138533518,0.7211092997991566,21.220156600350105,75.0,97.53276327816381,100.0,月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移 / 月間レンジが過度でない,843.3333129882812,6533
2025Q1,9,9302.T,三井倉庫ホールディングス,倉庫・運輸関連業,0.9004988113610679,52.619377525319265,8.594816111643077,7.83362257249612,8.707868896068405,0.8921588842153776,13.603325484326323,75.0,96.13526275192483,95.0,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,2653.333251953125,6276
2025Q1,10,1326.T,ＳＰＤＲゴールド・シェア,-,0.8964548722313074,63.59603340292275,11.769311064718169,6.716480489648458,10.184710107747552,0.8247428716180153,11.009428729894621,66.66666666666666,99.72060535506402,55.00000000000001,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,42830.0,4453
2025Q1,11,9467.T,アルファポリス,情報・通信業,0.8957901159427993,47.524752475247524,27.632763276327644,21.225656239019234,26.805918189730193,0.7951370263803156,23.045638767919495,66.66666666666666,97.32326698695951,100.0,上昇トレンドが滑らか / 月次で上昇継続 / 高値圏を維持 / 短中期移動平均の上で推移,1418.0,2784
2025Q1,12,4626.T,太陽ホールディングス,化学,0.894765916018981,138.39799749687108,20.65081351689613,18.345801319931834,27.79922779922781,0.8268348507274172,16.388888888888886,58.333333333333336,97.079556898288,20.0,上昇トレンドが滑らか / 高値圏を維持 / 月間レンジが過度でない,2410.0,6263
2025Q1,13,1540.T,純金上場信託（現物国内保管型）,-,0.8924757805230011,65.64490445859872,13.53503184713376,7.050142470945235,11.518937914876993,0.7469900324711256,15.443548387096772,66.66666666666666,99.85994397759103,55.00000000000001,月次で上昇継続 / 高値圏を維持 / 月間レンジが過度でない,14260.0,3854
2025Q1,14,1328.T,ＮＥＸＴ ＦＵＮＤＳ 金価格連動型上場投信,-,0.8909729252184825,61.7296222664016,11.729622266401595,7.381362965582983,10.402355250245332,0.8084262530171377,11.412073490813645,66.66666666666666,99.91111111111111,55.00000000000001,上昇トレンドが滑らか / 押し目が浅い / 月次で上昇継続 / 高値圏を維持,11240.0,4218
2025Q1,15,6039.T,日本動物高度医療センター,サービス業,0.8885554477429903,149.6812547302732,9.81725055041558,10.735824656373904,15.079368013319616,0.6743512691588356,14.220183486238536,66.66666666666666,93.7931012328437,100.0,押し目が浅い / 月次で上昇継続 / 短中期移動平均の上で推移 / 月間レンジが過度でない,516.7999877929688,2697
