quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,ocr_style_label
2025Q3_PRE_ALIGNED,1,9684.T,スクウェア・エニックス・ホールディングス,情報・通信業,0.9678272064290291,137.09642093748556,55.23439395828839,16.71168827252624,28.956390095648366,0.9130347467712874,10.916395217214314,91.66666666666666,99.08214331307582,95.0,3598.333251953125,6273,137.09642093748556,2025-06-30,2025-06-30,38.1,3.0,26.3,3.0,3.0,medium,medium,low,low,low,"9219
株伍指标
予想PER
（倍）
<26.3>
38.1
<27.3>
36.7
实PER
高值平均
38.1
安值平均
23.7
PBR
3-26
株倡(5/28)
2
9105F
最低購人额
25
7.5
91万500P9
F
特
连
9684
情",3812.png,0.152428810720268,0.4404466173361522,0.9697931701628835,業績急伸型
2025Q3_PRE_ALIGNED,2,3563.T,ＦＯＯＤ ＆ ＬＩＦＥ ＣＯＭＰＡＮＩＥＳ,小売業,0.9638681782964371,170.06737247353226,57.605032576949,17.036829653035507,28.83015173764072,0.9059013913511132,25.703771849126035,91.66666666666666,98.62224096724307,100.0,7015.0,2202,170.06737247353226,2025-06-30,2025-06-30,36.6,8.12,25.9,8.12,8.12,medium,medium,low,low,low,"6332布E楼
株伍指标
予想PER
（倍）
<25.9>
36.6
<26.9>
30.2
实PER
高值平均
83.6
安值平均
37.7
PBR
8.12
株倡(5/28)
6140m
最低購人额
25
61万4000m
速外特
3563",958.png,0.13803680981595093,0.34160280126849896,0.9826429653706272,業績急伸型
2025Q3_PRE_ALIGNED,3,1942.T,関電工,建設業,0.9553963080934168,100.7831325301205,24.41209406494962,12.789721045989545,25.16722408026757,0.9361029541381323,18.920233463035018,91.66666666666666,99.19642857142857,100.0,3333.0,6276,100.7831325301205,2025-06-30,2025-06-30,13.2,13.2,26.3,13.2,13.2,medium,medium,low,low,low,"2994
株伍指标
（倍）
予想PER
<26.3>
13.2
<27.3>
12.7
实PER
高值平均
12.1
安值平均
7.4
PBR
1.65
株倡(5/28)
2978
最低購人额
25
12.1
29万78009
1942
建",220.png,0.2911764705882353,0.5572278012684988,0.9548426192334223,業績急伸型
2025Q3_PRE_ALIGNED,4,4626.T,太陽ホールディングス,化学,0.9475584553739029,114.26403641881637,46.473029045643145,19.82313159726482,28.147389969293755,0.8040748757441155,16.388888888888886,75.0,98.19193324061196,100.0,3530.0,6263,114.26403641881637,2025-06-30,2025-06-30,21.6,13.4,26.3,13.4,13.4,medium,medium,low,low,low,"5380有E校
株伍指标
予想PER
（倍）
<26.3>
21.6
<27.3>
21.1
实PER
高值平均
21.4
安值平均
13.4
PBR
3-36
株倡(5/28)
6230m
最低購人额
25
10.6
62万30009
27速特
4626
化",1562.png,0.17804878048780487,0.5360927589852009,0.9614556384532048,業績急伸型
2025Q3_PRE_ALIGNED,5,7453.T,良品計画,小売業,0.946916765517758,161.96330622281064,70.52450135434623,20.62762958745244,29.897473452947644,0.8707429192760796,23.556861389561014,66.66666666666666,97.60394644115574,100.0,3462.5,6276,161.96330622281064,2025-06-30,2025-06-30,31.4,8.0,25.8,8.0,8.0,medium,medium,low,low,low,"5508布E校
株伍指标
予想PER
（倍）
<25.8>
31.4
<26-8>
30.7
实PER
高值平均
23.5
安值平均
12.3
PBR
4.47
株倡(5/28)
5384m
最低購人额
25
53万84009
7453",2884.png,0.17484662576687116,0.33238636363636365,0.9731540851401375,業績急伸型
2025Q3_PRE_ALIGNED,6,6772.T,東京コスモス電機,電気機器,0.9460548911445448,121.24105011933173,49.516129032258064,17.454790014142535,44.923076923076934,0.8629035031209138,28.825622775800706,75.0,98.40764331210191,95.0,1854.0,6272,121.24105011933173,2025-06-30,2025-06-30,14.2,16.0,16.0,16.0,16.0,medium,medium,low,low,low,"株伍指标
016
予想PER
（倍）
<26.3>
14.2
<27.3>
13.5
实PER
高值平均
7.2
安值平均
3.4
PBR
1.18
株倡(5/28)
6600F
最低購人额
25
9.7
66万門
6772",2507.png,0.5066079295154186,0.37733218816067654,0.9593520492641788,業績急伸型
2025Q3_PRE_ALIGNED,7,7419.T,ノジマ,小売業,0.9457921661861068,99.61977186311788,24.505931857406726,15.050786952978578,26.194265722633546,0.9092345291440052,12.704915849152009,91.66666666666666,98.43750375509276,90.0,1050.0,6533,99.61977186311788,2025-06-30,2025-06-30,7.5,7.5,26.3,7.5,7.5,medium,medium,low,low,low,"3170布ER
株伍指标
予想PER
（倍）
<26.3>
7.5
<27.3>
7.3
实PER
高值平均
7.9
安值平均
5.1
PBR
1.30
株倡(5/28)
2
27539
最低購人额
25
17.2
27万53009
7419
证23特
小",2864.png,0.9325153374233128,0.6223110465116279,0.9351933165388961,業績急伸型
2025Q3_PRE_ALIGNED,8,9069.T,センコーグループホールディングス,陸運業,0.9445386626090204,75.35714285714286,30.23872679045092,15.412335404360778,27.699180938198054,0.8818576780439835,11.528662420382163,83.33333333333334,98.69346733668341,95.0,1964.0,6276,75.35714285714286,2025-06-30,2025-06-30,14.0,14.0,26.3,14.0,14.0,medium,medium,low,low,low,"1833
株伍指标
（倍）
予想PER
<26.3>
14.0
<27.3>
13.3
实PER
高值平均
11.5
安值平均
8.6
PBR
1.39
株倡(5/28)
2
1770
肝器线
最低購人额
25
9.4
17万70009
速未特
9069
鼓又色",3550.png,0.3620689655172414,0.577735200845666,0.942822900676734,業績急伸型
2025Q3_PRE_ALIGNED,9,1961.T,三機工業,建設業,0.9435939042510255,88.28451882845188,19.999999999999996,12.86033728030494,32.085561497326196,0.9294159011911726,22.53820033955858,83.33333333333334,99.14320685434517,100.0,4050.0,6276,88.28451882845188,2025-06-30,2025-06-30,10.0,10.0,26.3,10.0,10.0,medium,medium,low,low,low,"株伍指标
3855
（倍）
予想PER
<26.3>
10.0
<27.3>
8'6
实PER
高值平均
14.7
安值平均
10.1
PBR
1.83
2
株倡(5/28)
3750
最低購人额
25
16.3
37万5000P
1961
建
特",233.png,0.6617647058823529,0.5974365750528542,0.9422367991867564,中間型
2025Q3_PRE_ALIGNED,10,7013.T,ＩＨＩ,機械,0.939676924633543,306.97370574339715,51.55037748764235,22.87840851029873,34.94972998856163,0.9088338165323088,30.247528476551132,83.33333333333334,95.59902044691195,90.0,2234.28564453125,6535,306.97370574339715,2025-06-30,2025-06-30,17.7,17.7,26.3,17.7,17.7,medium,medium,low,low,low,"4180布E楼
株伍指标
予想PER
（倍）
<26.3>
17.7
<27.3>
16.8
实PER
高值平均
15.5
安值平均
7.0
PBR
4.40
株倡(5/28)
1万4000m
最低購人额
25
26.3
140万内
7013
10速步特
概",2634.png,0.2837209302325581,0.588801532769556,0.9638402230494286,業績急伸型
