quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,overall_score
2024Q2_PRE,4,8725.T,ＭＳ＆ＡＤインシュアランスグループホールディングス,保険業,0.9485954043675172,91.75754990024963,36.76358071920429,17.670468092463288,25.370404243643673,0.8511356478687949,9.630723781388484,83.33333333333334,99.74888392857143,60.0,3575.0,4407,108.25243212066783,2024-06-30,2024-06-30,8.6,8.6,25.3,8.6,8.6,medium,medium,low,low,low,"3265栋E楼
株伍指标
予想PER
（倍）
<25.3>
8.6
(26.3>
10.5
实PER
高值平均
12.1
安值平均
8.2
PBR
1.17
株倡(5/27)
33029
最低購人额
24
9.8
33万2009
青速二特
8725
保
增
6结罗色",7347.png,1.0,0.6288095238095239,0.9399965338340017,0.8580587187035946
2024Q2_PRE,11,8766.T,東京海上ホールディングス,保険業,0.9348883131695792,71.13137646053008,29.894008219770708,12.362970880430664,14.888762122076438,0.8911175482307958,11.738484398216942,66.66666666666666,99.38761999337967,85.0,6005.0,6535,81.47476579026896,2024-06-30,2024-06-30,12.1,12.1,25.3,12.1,12.1,medium,medium,low,low,low,"株伍指标
5397
海正格
予想PER
（倍）
<25.3>
12.1
(26.3>
12.3
实PER
高值平均
14.0
安值平均
6'8
PBR
2.04
株倡(5/27)
2
53499
最低購人额
24
15.9
53万49009
F
8766
保",7355.png,0.8461538461538461,0.6563401360544218,0.9541480712045297,0.8410446054829117
2024Q2_PRE,17,8152.T,ソマール,卸売業,0.9275101626061422,59.25796289814491,18.028534370946826,15.780758974427114,25.06527415143602,0.9563754563812675,8.579088471849861,83.33333333333334,94.98956158663883,60.0,4550.0,6272,122.60273972602738,2024-06-30,2024-06-30,6.3,6.3,25.3,6.3,6.3,medium,medium,low,low,low,"4790布E校
株伍指标
予想PER
（倍）
<25.3>
6.3
(26.3>
6.1
实PER
高宿平均
6.2
安值平均
4.4
PBR
0-51
幅(5/27)
7
4555P
最低購人额
24
8.6
45万5500P
8152
卸",7188.png,0.9482758620689655,0.583047619047619,0.9234557378748995,0.8258258269361093
2024Q2_PRE,83,8750.T,第一生命ホールディングス,保険業,0.8852809527512693,41.01049868766404,13.794016415144284,16.55739566017437,20.376175548589348,0.8487535918893563,13.722040713747175,66.66666666666666,99.26096997690532,65.0,1074.5,3918,60.22367194780989,2024-06-30,2024-06-30,11.7,11.7,25.3,11.7,11.7,medium,medium,low,low,low,"4012
株伍指标
予想PER
（倍）
<25.3>
11.7
(26.3>
11.3
实PER
高值平均
12.0
安值平均
7.9
PBR
0-97
株倡(5/27)
6
4001F
最低購人额
24
9.8
40万100F
8750
保",7354.png,0.9230769230769231,0.6648503401360544,0.8828603016601304,0.8239979448153785
2024Q2_PRE,1,7721.T,東京計器,精密機器,0.9586553882957646,99.88770353733858,34.08662900188324,25.30561850531529,35.4759967453214,0.9325058481562899,12.379730596536243,83.33333333333334,99.02642559109874,80.0,3560.0,6276,171.34146341463415,2024-06-30,2024-06-30,18.2,18.2,25.3,18.2,18.2,medium,medium,low,low,low,"3315E款
株伍指标
予想PER
（倍）
<25.3>
18.2
(26.3>
16.9
实PER
高值平均
21.4
安值平均
12.8
PBR
1.41
株幅(5/27)
3165F
最低購人额
24
6.5
31万6500F
7721
精",6920.png,0.5833333333333334,0.6871632653061225,0.9641152240972601,0.8215014103148063
2024Q2_PRE,36,1921.T,巴コーポレーション,建設業,0.9105935335266386,46.23287671232876,19.77559607293127,13.58653242199701,17.997097242380256,0.8703537853543988,9.736842105263154,66.66666666666666,98.04822043628015,80.0,854.0,6276,80.93220338983052,2024-06-30,2024-06-30,2.4,2.4,25.3,2.4,2.4,medium,medium,low,low,low,"766
株伍指标
予想PER
（倍）
<25.3>
2.4
(26.3>
11.0
实PER
高值平均
8.2
安值平均
5.1
PBR
0-62
株佰(5/27)
5
790P
最低購人额
24
6.0
7万9000P
速強特
1921
建",4116.png,1.0,0.5614285714285714,0.9194600298475406,0.8204364773977092
2024Q2_PRE,20,7979.T,松風,精密機器,0.9253877950962639,70.42971595047342,52.44299674267101,22.49110105815776,29.33333333333332,0.8062140907260509,14.970563498738432,83.33333333333334,96.49484536082474,100.0,2340.0,5038,101.98532585239532,2024-06-30,2024-06-30,16.1,16.1,25.3,16.1,16.1,medium,medium,low,low,low,"3370
株伍指标
予想PER
（倍）
<25.3>
16.1
(26.3>
13.7
实PER
高值平均
15.7
安值平均
9.4
PBR
1.49
株倡(5/27)
2
3485P
最低購人额
24
9.5
34万85009
速之特
7979
精",7076.png,0.6666666666666666,0.681938775510204,0.9595928514029455,0.8196920536663223
2024Q2_PRE,12,6371.T,椿本チエイン,機械,0.9348860423864701,54.975130451259325,23.36633848607821,12.760369318171726,15.939279306586872,0.8408899379993882,10.34482727517333,83.33333333333334,99.6800078000003,80.0,2076.666748046875,6276,68.60623680537985,2024-06-30,2024-06-30,9.4,9.4,25.3,9.4,9.4,medium,medium,low,low,low,"株伍指标
海正格
予想PER
（倍）
<25.3>
9.4
(26.3>
10.3
实PER
高值平均
9.7
安值平均
7.0
PBR
0-81
株倡(5/27)
5870P
1磊
最低購人额
24
58万7000m
6371
1 水速于特
概
个8精工色",6165.png,0.8325581395348837,0.6054489795918367,0.9289279511477972,0.8187120315954362
2024Q2_PRE,52,2349.T,エヌアイデイ,情報・通信業,0.8975606293905697,39.37263385613845,26.323529411764703,22.363288478128197,34.3939393939394,0.8959778039161751,19.72277227722772,75.0,96.84329199549042,70.0,2577.0,5734,59.074074074074076,2024-06-30,2024-06-30,12.8,12.8,25.3,12.8,12.8,medium,medium,low,low,low,"2661栋E楼
株伍指标
予想PER
（倍）
<25.3>
12.8
(26.3>
11.8
实PER
高值平均
10.5
安值平均
7.8
PBR
1.32
株倡(5/27)
2
23799
1万体
最低購人额
24
11.2
23万79009
2349
情
单横",4272.png,0.810405643738977,0.6615170068027211,0.9192843478164265,0.8173357429112091
2024Q2_PRE,28,4275.T,カーリット,化学,0.9214540240483784,55.091103965702025,29.19642857142857,15.275467853583615,26.37457044673539,0.8261933173880901,11.653386454183268,75.0,98.36845683208702,90.0,1447.0,6276,67.09006928406467,2024-06-30,2024-06-30,10.0,10.0,25.3,10.0,10.0,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
10.0
(26.3>
9.7
实PER
高值平均
9.6
安值平均
6.2
PBR
0.76
株佰(5/27)
11889
wa15
最低購人额
24
11万88009
4275
少特
化",5204.png,0.8195121951219512,0.6129795918367347,0.9385734319857503,0.816525635630409
