date,ticker,action,price,shares,reason,nikkei_phase
2025-07-01,7419.T,BUY,1065.75,400,condition2_entry,uptrend
2025-07-01,1961.T,BUY,4110.75,100,condition2_entry,uptrend
2025-07-01,1997.T,BUY,2892.7499999999995,100,condition2_entry,uptrend
2025-07-01,1885.T,BUY,1535.695,300,condition2_entry,uptrend
2025-07-01,1934.T,BUY,2149.77,200,condition2_entry,uptrend
2025-07-01,1938.T,BUY,1869.6299999999999,200,condition2_entry,uptrend
2025-07-01,6644.T,BUY,973.3849999999999,500,condition2_entry,uptrend
2025-07-03,1997.T,SELL,2745.0,100,pre_earnings_exit,settling
2025-07-03,3763.T,BUY,1444.8525,200,q3_post_high_vol_entry,settling
2025-07-03,6040.T,BUY,533.0,200,q3_post_high_vol_entry,settling
2025-07-09,7419.T,SELL,1160.0,400,take_profit,uptrend
2025-07-09,1885.T,SELL,1706.0,300,take_profit,uptrend
2025-07-09,6040.T,SELL,543.0,200,sell_signal,uptrend
2025-07-14,1934.T,SELL,2340.0,200,take_profit,uptrend
2025-07-14,1997.T,BUY,2867.3749999999995,100,condition2_entry,uptrend
2025-07-15,8600.T,BUY,614.0749999999999,800,breakout_1p5_entry,stable
2025-07-15,1828.T,BUY,2444.12,200,breakout_1p5_entry,stable
2025-07-23,3495.T,BUY,2750.6499999999996,100,condition2_entry,uptrend
2025-07-24,3495.T,SELL,2612.0,100,stop_loss,uptrend
2025-07-25,6644.T,SELL,1059.0,500,take_profit,normal
2025-07-25,1723.T,BUY,4831.4,100,condition2_entry,normal
2025-07-28,1723.T,SELL,4810.0,100,sell_signal,normal
2025-07-28,3184.T,BUY,4059.9999999999995,100,condition2_entry,normal
2025-07-29,3184.T,SELL,4160.0,100,sell_signal,normal
2025-07-29,6822.T,BUY,3247.9999999999995,100,condition2_entry,normal
2025-07-30,1961.T,SELL,4410.0,100,sell_signal,downtrend
2025-07-30,1938.T,SELL,1985.0,200,sell_signal,downtrend
2025-07-30,3763.T,SELL,1436.5,200,sell_signal,downtrend
2025-07-30,1997.T,SELL,2865.0,100,sell_signal,downtrend
2025-07-30,8600.T,SELL,608.0,800,sell_signal,downtrend
2025-07-30,1828.T,SELL,2536.0,200,sell_signal,downtrend
2025-07-30,6822.T,SELL,3530.0,100,take_profit,downtrend
2025-08-07,6061.T,BUY,3136.35,100,q3_post_high_vol_entry,settling
2025-08-07,3763.T,BUY,1601.1625,300,q3_post_high_vol_entry,settling
2025-08-07,1723.T,BUY,5190.0,100,q3_post_high_vol_entry,settling
2025-08-07,6417.T,BUY,2935.8875,100,q3_post_high_vol_entry,settling
2025-08-07,8864.T,BUY,1036.3149999999998,400,q3_post_high_vol_entry,settling
2025-08-07,8115.T,BUY,1474.0,300,q3_post_high_vol_entry,settling
2025-08-07,7097.T,BUY,2567.95,100,q3_post_high_vol_entry,settling
2025-08-07,1938.T,BUY,2119.3199999999997,200,q3_post_high_vol_entry,settling
2025-08-08,6417.T,SELL,2973.0,100,sell_signal,settling
2025-08-08,8115.T,SELL,1456.0,300,sell_signal,settling
2025-08-08,1885.T,BUY,2116.2749999999996,200,q3_post_high_vol_entry,settling
2025-08-08,3271.T,BUY,1169.0,300,q3_post_high_vol_entry,settling
2025-08-12,3763.T,SELL,1765.0,300,take_profit,settling
2025-08-12,1885.T,SELL,2074.0,200,sell_signal,settling
2025-08-12,3271.T,SELL,1088.0,300,stop_loss,settling
2025-08-12,2981.T,BUY,1999.0,200,q3_post_high_vol_entry,settling
2025-08-12,4718.T,BUY,2743.5449999999996,100,q3_post_high_vol_entry,settling
2025-08-12,6540.T,BUY,1910.0,200,q3_post_high_vol_entry,settling
2025-08-12,3683.T,BUY,1333.7099999999998,200,q3_post_high_vol_entry,settling
2025-08-13,6061.T,SELL,3125.0,100,pre_earnings_exit,settling
2025-08-13,2981.T,SELL,2285.0,200,take_profit,settling
2025-08-13,6540.T,SELL,1870.0,200,sell_signal,settling
2025-08-13,3683.T,SELL,1452.0,200,take_profit,settling
