ticker,company_name,base_rank,base_score,sector,annual_return_pct,quarter_return_pct,trend_r2,max_drawdown_pct,avg_monthly_high_low_change_pct,persistence_20d_pct,image_found,ocr_positive_count,ocr_negative_count,ocr_theme_count,ocr_shareholder_count,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_dividend_hint,ocr_earnings_num_count,ocr_earnings_num_mean,ocr_sales_points,ocr_op_points,ocr_np_points,ocr_eps_points,ocr_div_points,ocr_sales_trend,ocr_op_trend,ocr_np_trend,ocr_eps_trend,ocr_div_trend,theme_text_compact,theme_source_text,business_score_raw,article_score_raw,finance_score_raw,chart_score_raw,earnings_score_raw,dividend_score_raw,surge_type_score_raw,stable_type_score_raw,sector_adjusted_per_score_raw,theme_group_labels,theme_peer_count,theme_peer_median_quarter_return_pct,theme_peer_positive_ratio_pct,theme_peer_signal_raw,business_score,business_score_rank,article_score,article_score_rank,finance_score,finance_score_rank,chart_score,chart_score_rank,earnings_score,earnings_score_rank,dividend_score,dividend_score_rank,surge_type_score,surge_type_score_rank,stable_type_score,stable_type_score_rank,sector_adjusted_per_score,sector_adjusted_per_score_rank,theme_peer_signal,theme_peer_signal_rank,overall_shikiho_score,overall_shikiho_rank,ocr_style_label,ocr_style_rank_within_label
6231.T,木村工機,79,0.8541658137723529,機械,101.30505709624798,25.419354838709676,0.8079354028993605,45.52590266875981,34.48964313115868,100.0,True,5.0,0.0,0.0,1.0,12.8,2.62,23.7,10.2,1.5,medium,medium,medium,medium,low,,1.0,22.0,0.0,1.0,0.0,1.0,1.0,,,,,,加.3公カ友命.ホ内ほドド村の割物木人み日リ第木本余負′,加.3公カ友命.ホ内ほドド村の割物木人み日リ第木本余負′【最高益】空外彧機器は産業用が想定可る。暑熱対策「場川も順調。前号比営~業増益幅拡大。税平常化。増。年3月大期は産業用が食品、機械、精密向け増勢。暑熱対策川の引き合い強く、公共施”院の新設、改需も増える。営業増益。【改】ビル、商業施設の改需要盛で、受注獲得に注力。高井田に場にも太陽ー光発設導人、製造過程の脱炭索推進。木当33審ー〈幻・ま央名【最高益】空調、外調機器は産業川が想定ト回る。暑熱対策「場川も順調。前号比営鉢業増益幅拡大。税平常化増配年3月期は産業用が食品、機械、精密向け増勢暑熱対策川の引き合い強く、公共施設、病コい院の新設、改修需要も増える。営業増益。【改修】ビル、商業施設の改修需要盛で、受注獲得に注力。高井Ⅲ「場にも太陽ー光発電設備導人、製造過程の脱炭素推進。【る和佐田博木当330ー7一益ー5ゼ載高川器/富【機械】會前号比増額決引設ー四-広マ0舅:木村工機。〕はーン空調機区^幻・3〉央2ー業増益幅拡大。税平常化増配年3月製蕩【屯」冷期は産業川が食品、機械、精密向け増勢。東)沢:⑧ほ器暑熱対策川の引き合い強く、公共施設、病幻Ⅲ院の新設、改修需要も増える。営業増益。【改修】ビル、商業施設の改修需要肝盛咐で、受汁獲得に注力。高井Ⅲ「場にも太陽店台版=ー光発電設備導人、製造過程の脱炭素推進。【る伎仙はクにの耙4よ27ー田博ハ木当33332舒3040'5'ー7-益ー5ゼ載高8https://www.kimukoh.co.jp/,2.0,6.0,10.350000000000001,71.12788838971034,3.0,2.6,14.833548387096775,33.14102069566027,0.625,"エネルギー,建設インフラ",0,,,,0.979381443298969,2,0.9896907216494846,1,0.8969072164948454,11,0.4742268041237113,52,0.9175257731958762,7,0.8195876288659794,18,0.9381443298969072,7,0.8969072164948454,11,0.5773195876288659,42,0.0,35,0.7460824742268042,1,中間型,1
6226.T,守谷輸送機工業,9,0.9174034675792904,機械,91.2685982772122,44.05516213194185,0.8697539087259211,30.875,24.94160590987787,100.0,True,3.0,0.0,0.0,3.0,15.4,3.0,20.6,11.4,1.43,medium,medium,medium,medium,low,,3.0,1041.3333333333333,0.0,0.0,0.0,2.0,1.0,,,,0.0,,"2.3.8東毅S四明ト月10744147977(1ー3【株式】&【株ド割M2守谷務く輒わ而、15,ー本10»戸塚日【指標等】く〉日本カストデ","2.3.8東毅S四明ト月10744147977(1ー3【株式】&【株ド割M2守谷務く輒わ而、15,ー本10»戸塚日【指標等】く〉日本カストデ【連続増益】受注残年未2ー4億円確採算の改-年同期比・7%増)と豊【義にが期末に・段増。営業益やや増額。年3月期は宇都宮に場増改築分の寄与が通期化。積極採川や外注・物流の費川増こ~なす。当性向%Ⅱ安で連続増か。【増強】増産へ設備増強は進捗。宇都宮に場そばで年5月稼働の芳に場は装「程効率化。え付け要員増強へ取りむ。〈幻・3〉沢【連続増益】受汁残幻年未2ー4億円(前確年同期比幻・7%増)と豊富。好採算の改人修事が期未に一段増。営業益やや増額年3月期は宇都宮場増改築分の寄与が名.通期化。積極採川や外注・物流の費川増こなす。配当性向%Ⅱ安で連続増配か【増強】増産へ設備増強は進捗。宇都宮下場そばで年5月稼働の芳賀「場は装工程効率化。据え付け員増強へ取り組む当390本引""益盟資却発k【機前号並み0会琵強気守谷輸送機工業平齧、岡社5ー〈幻・3〉沢福本東菱【連続増益】受汁残幻年未2ー4億円(前確】爵年同期比・7%増)と豊富。好採算の改人にーんッ幻修「事が期未に一段増。営業益やや増額年3月期は宇都宮工場増改築分の寄与が通期化。積極採川や外注・物流の費川増こなす。配当性向%Ⅱ安で連続増配か【増強】増産へ設備増強は進宇都宮工場そばで年5月稼働の芳賀工場は装'¯程効率化。据え付け員増強へ取り組む平ー30.っ190)03新蹴ッい助高Ⅲ安https://moriya-elevator.co.jp/",1.2000000000000002,4.0,8.96,77.16875630703682,2.0,5.572,11.824412970555349,34.41580575392587,0.25,物流運輸,1,78.3479349186483,100.0,,0.845360824742268,12,0.8556701030927835,9,0.7835051546391752,22,0.8865979381443299,12,0.7628865979381443,13,0.9948453608247423,1,0.845360824742268,16,0.9587628865979382,5,0.22164948453608246,76,0.0,35,0.7377319587628866,2,安定進捗型,1
7419.T,ノジマ,12,0.915226869174814,小売業,62.7906976744186,26.506024096385534,0.9092345291440052,12.704915849152007,19.128191308359867,90.0,True,2.0,0.0,0.0,0.0,8.6,1.18,12.1,3.7,,medium,medium,medium,medium,missing,,3.0,1018.6666666666666,0.0,1.0,0.0,0.0,0.0,,,,,,-ターエデ1株島本イス耡Ⅲ【野日物テリー公“本余負′188S<→→異50ーー,"-ターエデ1株島本イス耡Ⅲ【野日物テリー公“本余負′188S<→→異50ーー【連続増益】エアコン販売願彧な家電販が好伸。携帯代理店の手数料収人増が想定超で営業益増額。年3月期は前期買収><—Oが通期化して利益貢献。家電販は店舗拡大で着実。代理店も堅調。連続増益。リⅢ【買収】マーケティング支援のストリート(東京)を126億円で4月買収へ。販促効率化図る。表記を想は未反映。パソーっし′ー0コン製造><—O等の会社化—外9(0)、金幻・3〉区【連続増益】エアコン販売類調な家電量販が好伸。携帯代理店の手数料収人増が想定浜京超で営業益増額年3月期は前期買収><ー0が通期化して利益貢献。家電量販は一店舗拡大で着実。代理店も堅調。連続増益。リ埋タ奈一コ【買収】マーケティング支援のストリー0ト(東京)を126億円で4月買収へ販促効率化図る。表記予想は未反映。パソコン製造><ー0等の子会社化当390ー島Ⅱ町イ【ル司タ1工げ員川廣ス一制ス社翹株島枇社イス社2よ益ー4高明安幻50ーー義幻幻幻初【小ま葉】會前号比増額神奈川地の家電豚年ニフティ買収""ョコネクシオ買収でドコモシ」ップ運宮首位にー既和【連結事業ガデジタル家専門店運営(6)、キ~リ社ー予実高安円株最アシ」ッ運営(2、)インターネット98)、海南(大幻・3〉区葉月ほ【連続増益】エアコン販売類調な家電量販四千新ルが好伸。携帯代理店の手数料収人増が想定み浜京.超で営業益増額。年3月期は前期買収>をモた<ー0が通期化して利益貢献。家電量販は一域】川・ド上ト(東京)を126億円で4月買収へ販促効率化図る。表記予想は未反映。パソコン製造><ー0等の子会社化ー月完。体川9ーレ2多繖1ー文株島枇社イス社内ーⅡ公鬮野野外投)執本椪曹資却50ーー平囀神スら:https://www.nojima.co.jp/",0.8,5.0,10.454508415084799,74.4494962967152,4.0,0.0,13.520481927710843,34.70843888637808,1.0,,0,,,,0.711340206185567,21,0.9484536082474226,4,0.9072164948453608,10,0.711340206185567,29,0.9896907216494846,1,0.08762886597938144,83,0.9175257731958762,9,0.9690721649484536,4,0.9690721649484536,1,0.0,35,0.7318556701030929,3,中間型,2
4709.T,ＩＤホールディングス,56,0.8699235548706269,情報・通信業,40.65721649484537,29.546695794647725,0.8488873104435811,27.67086927670869,21.552652622162302,100.0,True,1.0,0.0,0.0,1.0,14.0,2.27,15.9,8.9,3.75,medium,medium,medium,medium,low,,16.0,430272.3125,0.0,0.0,0.0,1.0,0.0,,,,,,一ヶ・レ己アカンート-朱エ・ーまスソ本余負′167分分,"一ヶ・レ己アカンート-朱エ・ーまスソ本余負′167分分【最高益】システムマネジメント契約単価見直しや低採算案件縮小が寄与し、増益幅拡大。当増額。年3月期はペンダルーのテータセンター移設など続純。サイーセキュリティ関連増勢。最高純益更新。【提携】ブロードバンドセキュリティの会・株式2割強取得、サイバー攻撃防衛の包括町′サービス拡充。4会社をー社に4月統合、—インフラ設計等を機動的に提案営業。.万8位蠍用自.人一ト足りズメン羅ナト&ー83.→1」幻.加→ー東P高&4&3【株式ル石【株ド第向7石名閉①ーサ株ーー拡見ル:ー匳本マスター信1ーーTー式提セの大直最テ務=00愈・終会、イビキデ。し高Ⅱ己・本ロ&ジェンレッ料8(虧)フ拡強リタ当低等f一本比事材ー自ネ0・己(I)1ラ充取プテセ増採シio行G32みほドょ4設4。得ロイン額算ス行08!1ーⅱ1乢)(I)Cソフト4223,計子コ関タ。案テー幻ー一【指標等】く4・3>橆等へサド連ー件ム最島純益(24コ)1,行7ー人鬱投資幻3を)初刷ロー圓・西川別恵・ド渮提4防ユ純伸ーしト。マ嘉萇躡・;、契Sトソンウェ()t較会社】4いc冊.財F732盟5【連、」イしフォメーショ。,-,業.へ包イ新イン単、括の。バダ幅価夏5,4,一ン・アイベロプメント3817SRAIID1】別・高材業料経純科一物ー齪第【当】新【本%76東京都T・代3例2,424ー1,4545|四.9【主要「会社】インフォメーシ【情報・通信】會前号比増額0会琵強気【連事知】システ人運営管印「ソフトウ一ア開区-予実高安円株最ー行御サイーセキ、リテ,・「=サ^幻・3〉代シ3ー【最高】システムネジメント契約単価獅~優」「0拡配当増額。年,月はー〈,ダ鯨召)ーのデータセンター移設など続伸サイバイーセキュリティ関連増勢。最高純益更新「【提鶺】ブ0ードバンドセキ、リティの,徐み-お要ンル行サービス拡充。4子会社を—社に4月統合、【ーいメモ友ーインフラ設計等を機動的に提案営業。ー村矗野ノ新①%2の中ド.入一トーー1ソ11効・儿り1ズ・.メン)町一缺・オメ象①譿い,本本資却、.い0量00謡望おの一印ロhttps://www.idr.et-hd.co.jp/",0.4,5.0,9.732058823529412,74.798223844719,3.0,2.5,11.563735663571817,32.81963781031816,0.8235294117647058,"AI,セキュリティ,建設インフラ,防衛宇宙",5,65.19480519480521,100.0,61.61688311688312,0.5154639175257731,38,0.9484536082474226,4,0.8247422680412371,18,0.7319587628865979,27,0.9175257731958762,7,0.7938144329896907,21,0.8350515463917526,17,0.8762886597938144,13,0.7525773195876289,25,1.0,1,0.7241237113402063,4,中間型,3
3542.T,ベガコーポレーション,94,0.8451108620072946,小売業,143.90625,121.35678391959802,0.4636111518765353,34.88888888888889,49.52709891734282,100.0,True,3.0,0.0,0.0,0.0,14.1,1.3,33.0,5.5,,medium,medium,medium,medium,missing,,2.0,611.0,1.0,0.0,0.0,1.0,1.0,,,,,,".4.4東→ー(IGO%龕748【株式】&【株ド47ーアルタイ務く輒わ一7,社(自己己・本5,叨47Bー7日本カス~デ4ー【指等】く4①ーテ",".4.4東→ー(IGO%龕748【株式】&【株ド47ーアルタイ務く輒わ一7,社(自己己・本5,叨47Bー7日本カス~デ4ー【指等】く4①ーテ【増益続く】家具販売は自社サイト一ただ、外部サイトはトげで数想定未満。剛ル。号よりも増益幅縮小。年3月期はソンアーなど高単価商材多い実店物増勢。円安タ《で原価高継続でも広告費など抑制し続伸。齲いーよ657【都樹】年度の実店隸~,8(年度5)。エリアは都照準、駅ビル内も検討。越境はロングテール志,可強め商品数拡大、米や東南アジア向け強化。足和汨嚮ーーレーア&72S.4〈幻・3〉多【増益続く】家具販売は自社サイト調秘雌ただ、外部サイトはトげで数量想定未満ル号よりも増益幅縮小年3月期はソフアーなど高単価商材多い実店舗増勢。円安タ9で原価高継続でも広告費など抑制し続伸ーセ京コ四【都圏】年度の実店舗出店は6、7(幻年度5)。エリアは首都圏照平、駅ビル内も検討。越境oはロングテール志向強め商品数拡大、米国や東南アジア向け強化。嗇00髦""にⅢ当330′、2り蹴冊ーリ高83/ジ一【小ま葉】・前号比減額均均人【特色~家」0貨~""を「」プラドで町み議み【単事桑】ース店に注越噎も予実高安円株最〈幻・3〉多他丸ス石ー【増益続く】家具販売は自社サイト調秘既礰本ただ、外部サイトはげで数量想定未満Ⅷル盟火0前号よりも増益幅縮小年3月期はソフアーなど高単価商材多い実店舗増勢。円安で原価高継続でも広告費など抑制し続伸一凾セ京ー幻四【都圏】年度の実店舗出店は6ー7東】ーしマリ(幻年度5)。エリアは首都圏照駅ビル内も検討。越境はロングテール志・可強袒多謝ちトめ商品数拡大、米国や東南アジア向け強体博い盟福。嗇00髦""に一001200資却発ン△△本椪引ンポ・人り社冊ー5&72S.4hps://物w.v3{てom/",1.2000000000000002,3.0,11.056666666666665,76.74831746862054,2.0,0.0,17.20854271356784,27.815444852098683,0.8333333333333334,,0,,,,0.845360824742268,12,0.6958762886597938,22,0.9587628865979382,5,0.845360824742268,16,0.7628865979381443,13,0.08762886597938144,83,0.9896907216494846,2,0.4639175257731959,53,0.7628865979381443,24,0.0,35,0.7023711340206186,5,業績急伸型,1
6745.T,ホーチキ,65,0.864324887203079,電気機器,74.11764705882354,23.36633663366337,0.586187670994515,22.942430703624737,18.778380032184668,100.0,True,5.0,0.0,0.0,0.0,9.1,1.11,11.4,6.61,2.84,medium,medium,medium,medium,low,,3.0,181018.33333333334,0.0,4.0,0.0,0.0,0.0,,62.57142857142857,,,,"72.78.50746【株式】&2【株ドALSOー物社(自務くーわ:ホールア3日マスターい一本,東京海日安き比貌トーア再去。自社従ー【指等】<04①リティー","72.78.50746【株式】&2【株ドALSOー物社(自務くーわ:ホールア3日マスターい一本,東京海日安き比貌トーア再去。自社従ー【指等】<04①リティー【好彧】更新需要が増え、火災報知器リこューアル案件や保守点検が拡大。価格改定浸透も想足超・月期は期初受注残が高水準。柱の火災報~化が寄与。価格改定浸透も続く。増益歩調。Ⅷ【火災情報】防災クラウドサービスを4月開始。アプリ不要で火災情報をなどで速報。製品調達難解清し東南アジア伸長。【僞ン躾険ぐズ〈幻・3〉【好調】更新需要が増え、火災報知器リニューアル案件や保守点検が拡大。新格改京。定浸膸も定超。前号比営業益ト振れ。年東知設は好調持続。保守点検も提案営強~コ化が寄与。価格改定浸透も続く。増歩調【火災情報】防災クラウドサービスを4月速報。製品調達難解消し東南アジア伸長当390椥ン火険「,、ズ本余負ー株資爆発、~5っ—モ材カ川旧6し)器/異4【電気機器】會前号比増額Eーの明73欲引期ー予実高安円株最幻^幻・3〉2【好調】更新需要が増え、火災報知器リ""ニューアル案件や保守点検が拡大。新格改似定浸膸も定超。前号比営業益ー振れ。年東0化が寄与。価格改定浸透も続く。増歩調。占~菱齢開始。アプリ不要で火災情報をなどで速報。製品調達難解消し東南アジア伸長。【伎菱に5ー祐次「効疋膰茨】レー30.っ190103険!ネズ—モ材川旧6安仇4%初(けラ〔噐0一2ハノ:ス、一https:.'・/www.hochiki.co.jp/",2.0,6.0,10.152000000000001,66.24030167678458,3.4,1.136,19.26930693069307,29.953839183292697,1.0,,0,,,,0.979381443298969,2,0.9896907216494846,1,0.865979381443299,14,0.1958762886597938,79,0.9587628865979382,4,0.4329896907216495,56,1.0,1,0.6907216494845361,31,0.9690721649484536,1,0.0,35,0.6922680412371134,6,業績急伸型,2
6507.T,シンフォニアテクノロジー,52,0.8732491948727564,電気機器,49.917355371900825,73.04964539007092,0.7640306157957363,38.13920454545454,36.20661956233525,100.0,True,2.0,0.0,0.0,1.0,16.6,2.14,11.0,5.5,1.62,medium,medium,medium,medium,low,,17.0,794154.2202182353,1.0,3.0,0.0,0.0,0.0,,-0.14423076923076927,,,,"」2.5骼→ー7【株式】&四.789【株ド)7,日本マスター日本マスろ14$1務く輒わ)ー,リ・カストディ本行,社(自己安き比鵯イキン一加【指等】<04①リンアン一","」2.5骼→ー7【株式】&四.789【株ド)7,日本マスター日本マスろ14$1務く輒わ)ー,リ・カストディ本行,社(自己安き比鵯イキン一加【指等】<04①リンアン一【連続最高益】柱の半導体装置向けクリーン搬送機は低調。だが、航空機装品が防衛需要で稼ぐ。増年3月期は搬送ル機器が願客の投資意欲回復でト向く。航空機装品も防衛向けの受注残を清化。<-ノ【官需】防衛省の調達先利益率視の方、針で防衛装隲品の採算は中期で拡大へ。電飛”動化・無人化や衛星関係の需要を狙う。ー「シ&695ング&サービス(&)【海外】・〈幻・3〉区【連続最高益】柱の半導休装置向けクリーン搬送機器は低調。だが、航空機電装品が京。防衛需要で稼ぐ増配年3月期は搬送機器が願客の投資意欲回復でト向く。航空機電装品も防衛向けの受汁残を消化-リ00の不調、人い増を相殺し、連続営業増益。タ【官需】防衛省の調達先利益率重視の方針で防衛装備品の採算は中期で拡大へ。電芝は動化・無人化や衛扉関係の需を狙うノト尾国信員・g.-.株枇は鋼社イ社社Ⅱ一ーグー・ー大リ前ー4イ-村国、↑0前号並み【電気機器】シンフォニアテクノロジー虧明欲引い乢業8ーング&サービス(8)【海外】。〈幻・3〉区他名興菱【連続最高】柱の半導体装置向けクリー港一伝重都羽犠策Ⅲ議ン搬送機器は低調。だが、航空機電装品が京防衛需要ぐ。増配ー帑,月期。機電装品も防衛向けの受汁残を消化z<-ノ月行村中針防衛装備品0採算0中期拡大、。電、・司す尊体芝トレ、覆動化・無人化や衛関係の需を狙うへ犬ムクト株本本鋼朸社ィーⅡ経ーー11材ーー11第70、.紕0い0量00謡ー50https://www.sinfo-t.jp/",0.8,5.0,7.192857142857141,77.63688524343434,1.8269230769230769,2.648,13.695894708128751,29.019182348433553,0.5714285714285714,"半導体,防衛宇宙",1,32.63124803520905,100.0,,0.711340206185567,21,0.9484536082474226,4,0.4639175257731959,53,0.9278350515463918,8,0.6391752577319587,36,0.845360824742268,16,0.9278350515463918,8,0.5979381443298969,40,0.5257731958762887,47,0.0,35,0.6891752577319588,7,業績急伸型,3
1965.T,テクノ菱和,23,0.9018798553240384,建設業,145.92592592592592,40.46887009992312,0.7777724725311761,38.52071005917159,28.980862329817587,95.0,True,4.0,0.0,0.0,0.0,9.4,1.29,9.7,5.9,3.23,medium,medium,medium,medium,low,,2.0,1526.0,0.0,0.0,0.0,0.0,0.0,,,,,,ー社占京-みー目名明藜い2本余負′,"ー社占京-みー目名明藜い2本余負′【連続最高益】月未手持ちに高808億円(前年同期比%増)。産業設「事の~採算向が想足超。年3月期の空調に羈は半導体関連牽引。食品・医薬品に場医施設進捗。人件費増でも営業増益。【給与】年度から基本給を定期昇給と併せて8%程度賃トげ、手当の充実も図る。引画ト回る受注好彧が続く。大型半導体関連「事のほか複数の大型案件を受汁ゴなな持命動.ー彦ーズ孕3〉島【連続最高益】月未手持ち工事高808億円(前年同期比%増)。産業設「の京採算向トが想定超年3月期の空調事東は半導休関連阜引。食品・医薬品に場寄与。医療施設進捗。人件費増でも営業増益。コ【給与】年度から基本給を定期曻給と併せて8%程度賃トげ、手当の充実も図る計画回る受汁好調が続く大半導休関連「事のはか複数の大案件を受注。動定彦猗敏茂松院ーしーー5重ほ従測海葉2信い也木←春、・.ス物」・38・人地翻安幻ー,../日ー設ッ330ー幻【建設】會前号比増額りようわづ肥】0,「四テクノ菱和決阯【3【ー【ー2粐占予実高安Ⅷ株最2ート占【連続最高益】月未手持ち工事高8086都調億円(前年同期比%増)。産業設髑「の京東)・、」採算向トが想定超年3月期の空調東は半導体関連阜引。食品・医薬品に場寄与。刺朝議み医療施設進捗。人件費増でも営業増。【給与】年度から基本給を定期曻給と併せて8%程度賃トげ、手当の充実も図る計画ト回る受汁好調が続く大半導休関連のはか複数の大案件を受注。ー'自屯ほ従海葉い也←・.ス物」1名噐,隘~一点讐腰新0埓①438・人地に→→→安幻ー,../""新ー幻0一茶新https://www.techno-ryowa.co.jp/",1.6,3.0,9.075,72.64090522142773,2.0,1.292,11.43750960799385,29.622991391978427,0.85,"ヘルスケア,半導体,建設インフラ",6,22.124039454716748,100.0,36.274423672830046,0.9278350515463918,5,0.6958762886597938,22,0.8041237113402062,20,0.5876288659793815,41,0.7628865979381443,13,0.4639175257731959,53,0.8247422680412371,18,0.6494845360824743,35,0.7938144329896907,21,0.3382352941176471,23,0.6741237113402062,8,業績急伸型,4
3692.T,ＦＦＲＩセキュリティ,55,0.8701072776062487,情報・通信業,216.35872014420912,93.53846153846156,0.6573296691977026,38.97895826146948,49.58047888038674,100.0,True,3.0,0.0,0.0,1.0,50.2,9.49,22.0,12.8,0.37,medium,medium,medium,medium,low,,2.0,30000111.0,0.0,1.0,1.0,2.0,0.0,,,,0.0,,14.0fl4カ145%)OA金居艮務く輒わSM孀本2SM孀ー【指等】<D4①G券0モルガン・,"14.0fl4カ145%)OA金居艮務く輒わSM孀本2SM孀ー【指等】<D4①G券0モルガン・【大幅増益】安保関連案件が殺到。大型案件が終盤の利益に貢献。年3月期も官公向けセキュリティサービス案件の増加が利益成長を牽引。「ヤライ」も底人れ。人件ルカビソ費の膨張続くが、営業大幅増益。増配期待【導人】政府向けプロジェクトでマルウア解析ソント「ヤライアナライザー」導ー東人開始。継続利用で今後の利益底トけへ。ー新卒採川拡大続け技者増員を加速方針。2ー給5・月・動14.14鼠第)OA東G高【株式ル【株17,&溿く既の新人工費利庁件1Ⅱ爛呂卒開ア導の益向が大2靄ー全居艮鬻1務く幻SM肬信託銀行管に託A採始解膨成け終幅G0~73川。析人張長セ盤増3,川一0Ⅱ己・本2第5SM肬信行特定有価証拡継ソ続をキの益f一本比事引自ー髷①G0大続フ政く牽ユ利続利ト府が引リ益安ー70モル方ン・スタンレーMUFけ用ギ向テに保(6知(3ーⅱ1義安日・ROE&/ム。/ミ=ーズ・オム=""スー術今ラブ業;駁ROAーー予Ⅱキ,,ム10い・2)者後イロ人ー案い調株益一円BNY・GCMクライアント244料最島純益(24コ)4PRDISGFEAC9(ーーⅡ人鬱投資予・・野村証券8(ー①、当り期,1・l()価慣予・・く呼7驪ラ物第をャッシュフロー】′ツーシソノ業℃F3(821】甁高材業経期一物ー齪【当】新【本囓最蜘京都T・代1,2加2247ー四0幻.3【研究翩発センター】横須14、前号並み【情報・通信】9ーセキュリティー・驀場欲い内7サイバーセキュリティ専業標的攻第防ぐすにャライ・名""防衛省など安全保町関連を強化いメ【連結.サイバー・セキュリティ別()、ソフト予実高安円株最ウェア開・テスト(6)^幻・3〉代石ー【大幅増益】安保関連案件が殺到。大案7件が終盤の利益に貢献。年3月期も官公「庁向けセキ、リテ,サービス案件の増加が東】「費の膨張続くが、営業大幅増益。増配期待。ビ一地為囲【導人】政府向けプロジェクトでマルウ京セー東発ースカェア解析ソフト「ヤライアナライザー導人開始。継続利用で今後の利益底げへ。0新卒採川拡大続け技術者増員を加速方針。0「皿辯智。「0,,,0梠00鬻073ノスhttps://www.ffri.jp/防衛省",1.2000000000000002,4.0,7.352941176470588,77.29107846837697,2.0,2.148,15.783076923076926,27.013265319428005,0.17647058823529413,"セキュリティ,金融,防衛宇宙",6,33.607703725544724,100.0,43.16462223532683,0.845360824742268,12,0.8556701030927835,9,0.4845360824742268,51,0.9072164948453608,10,0.7628865979381443,13,0.7628865979381443,24,0.979381443298969,3,0.41237113402061853,58,0.12371134020618557,86,0.6470588235294118,13,0.6736082474226804,9,業績急伸型,5
3626.T,ＴＩＳ,72,0.8612137788951577,情報・通信業,43.98794850725829,17.42718446601941,0.805566371321813,15.38849646821393,12.507933860909818,85.0,True,4.0,0.0,0.0,1.0,21.1,3.0,16.0,9.3,,medium,medium,medium,medium,missing,,10.0,5942342782.9737,0.0,1.0,0.0,0.0,0.0,,,,,,2.4加・4東→龕・安35日本マスタイいちごトう務く輒わ乢7日本カスーき比脇日本生命価【指等】<D4①日本マスろ,"2.4加・4東→龕・安35日本マスタイいちごトう務く輒わ乢7日本カスーき比脇日本生命価【指等】<D4①日本マスろ【増益続く】金融向け大型案件ピークアウ新,都タトも、産業向けが順調。価格転嫁進んで採算改善。年3月期は産業向けが製造業デりに好彧で牽引。地方自治体システムグ標準化案件が好伸。営業増益続く。増龝も。【強化】ー、社のプログラミング言変換ツール「シェンロン」の機能強化に向けた先行投資を推進。老朽化システム刷新業の拡大図る。同事業でスチールと協業。忱5【株式】し,2認【株トルⅱ3名閉①拡行ツ標に算トリ日本マリイー3圏)大投ー強準E改も増ュIO,(新いちトラストrし47(93図資ル化R善、益ー務くわ砌,7引日本カストディ信託ロるをい化案p。産続イⅡ己・本3い76(4.の。推件好業くf・本比事日本1=命保険7同進工当が調年向10,001BT鼠取ー7幻よ0ー。ン社好で3け金7自社グループ従業員株ハ業ロ(2ので老ンの伸牽月が融(5750ーⅱ。1,5幻5(5【指標等】く4・3〉日本マスター信龜I(二菱J朽プ。引期順向他仞F化のロ営。は調け例義・安日・ROE月4・電)ーROA予B・WT一料ーシ機グ業地産。大-円ジェーシービー凵Eス能ラ増方業価型トー一一調整ー株益ー最高益(な3),恥ーマッコーリーバンク・DBUスカウント(凵)チテ強ミ益自向格案時0/ー投資CF、0、0北岡疋田秀=l•屋文協業た変もテ業でア笋を::社】・・、RLビ、幻8男・-ッ久ァいクスの先換。ム軸採ウ3業績】0高材業料経常科純科ー盟ICNIJO【当】新【本不些京都新イ3,),G3,2P1恥ーロな9名占本社】2・な刈90ス、ス前号並み【情報・通信】リューシ」ン()、他0(8)^幻・3〉5ー【増益続く】金融向け大掣案件ピークアウ新リョ""0トも、産業向けが撕調。価転嫁進んで採ル村裔に好調で牽引。地方自治体システム標準化案件が好伸。営業増益続く。増配も。】「【強化】当社のプ0グラミング言語変換宀九。投資を推進。老朽化シ=テ《刷扉編業0黜は00拡大図る。同業でスチールと協業。【ー昏菱に観ートイー,スデ険ー紀スシ一ウ,お職訂一コカー10本本余負ー株資却発'7.6)スⅣスhttps://www.tis.co.jp/4Ⅳい,3認)",1.6,4.0,8.387620941413902,69.67873680516593,4.0,2.0,13.394174757281553,30.89212915711516,0.5882352941176471,金融,3,65.19480519480521,100.0,60.61688311688312,0.9278350515463918,5,0.8556701030927835,9,0.6701030927835051,33,0.3917525773195876,60,0.9896907216494846,1,0.7164948453608248,25,0.9072164948453608,10,0.7731958762886598,23,0.5360824742268041,46,0.9558823529411765,2,0.6698969072164949,10,業績急伸型,6
