quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,overall_score,simple_sector,headline_score_raw,shikiho_score_overall,forecast_per,promising_score
2024Q2_PRE_ALIGNED,221,9445.T,フォーバルテレコム,情報・通信業,0.8404397119021711,32.647058823529406,9.73236009732361,6.062804087154983,14.180929095354532,0.9070232628377776,7.0460704607046125,66.66666666666666,96.57387580299786,90.0,451.0,6273,32.647058823529406,2024-06-30,2024-06-30,10.6,10.6,25.3,10.6,10.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
10.6
(26.3>
6'6
实PER
高值平均
11.0
安值平均
9.3
PBR
2.57
株倡(5/27)
445F
最低購人额
28.1
4万4500F
9445
情",7642.png,0.91005291005291,0.6421177910772577,0.8405933412538029,0.7907892975579786,情報・通信業,0.0,3.0,10.6,0.8404397119021711
2024Q2_PRE_ALIGNED,65,2349.T,エヌアイデイ,情報・通信業,0.8961793564433389,59.07407407407408,26.323529411764703,17.83549787435403,34.3939393939394,0.8959778039161751,19.72277227722772,75.0,96.84329199549042,70.0,2577.0,5734,59.07407407407408,2024-06-30,2024-06-30,12.8,12.8,25.3,12.8,12.8,medium,medium,low,low,low,"2661栋E楼
株伍指标
予想PER
（倍）
<25.3>
12.8
(26.3>
11.8
实PER
高值平均
10.5
安值平均
7.8
PBR
1.32
株倡(5/27)
2
23799
1万体
最低購人额
24
11.2
23万79009
2349
情
单横",4272.png,0.810405643738977,0.6615342763873776,0.9169668062001732,0.8164018922520042,情報・通信業,0.0,3.0,12.8,0.8961793564433389
2024Q2_PRE_ALIGNED,189,9778.T,昴,サービス業,0.8478297165656252,29.946524064171133,6.268221574344013,3.549691974076097,6.45645645645645,0.8746971449674747,11.538461538461542,75.0,99.45429740791268,100.0,7290.0,6535,29.946524064171133,2024-06-30,2024-06-30,24.7,1.16,25.2,1.16,1.16,medium,medium,low,low,low,"株伍指标
GER
予想PER
（倍）
<25.2>
24.7
(26.2>
23.4
实PER
高值平均
51.3
安值平均
38.4
PBR
1.16
株倡(5/27)
7120m
最低購人额
24
1.0
71万2000m
9778
H",7780.png,0.2485265225933202,0.2917981501632209,0.8164625868845906,0.5850519606123189,サービス業,0.0,3.0,24.7,0.8478297165656252
2024Q2_PRE_ALIGNED,190,9063.T,岡山県貨物運送,陸運業,0.8477884864500751,30.62409288824384,6.5088757396449815,3.384645183769086,8.597285067873294,0.8652994763493805,7.2875816993464015,75.0,99.03713892709766,90.0,3600.0,6259,30.62409288824384,2024-06-30,2024-06-30,9.3,9.3,25.3,9.3,9.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
9.3
(26.3>
8.2
实PER
高值平均
5.6
安值平均
4.8
PBR
0-33
株佰(5/27)
3615F
万祥
最低購人额
24
11.8
36万1500m
9063",7456.png,0.8425925925925926,0.6059575625680087,0.8098652872465635,0.7661051756937812,陸運業,0.0,3.0,9.3,0.8477884864500751
2024Q2_PRE_ALIGNED,169,9436.T,沖縄セルラー電話,情報・通信業,0.8530586040727498,32.82571912013537,10.25280898876404,7.186133063778405,10.659186535764388,0.8256005533612097,9.078590785907858,75.0,99.49302915082384,85.0,1962.5,6535,32.82571912013537,2024-06-30,2024-06-30,14.0,14.0,25.3,14.0,14.0,medium,medium,low,low,low,"00
株伍指标
海正格
予想PER
（倍）
<25.3>
14.0
(26.3>
13.7
实PER
高值平均
14.9
安值平均
11.9
PBR
1.81
幅(5/27)
8
3570m
最低購人额
24
12.5
35万7000m
9436
情",7637.png,0.7680776014109347,0.6724700761697497,0.826464158024472,0.7804098609846549,情報・通信業,0.0,3.0,14.0,0.8530586040727498
2024Q2_PRE_ALIGNED,28,8877.T,エスリード,不動産業,0.9209634799730556,76.69025157232706,27.517730496453897,12.99279960141964,25.40861812778603,0.8148425168484055,13.179723502304151,75.0,98.46659364731651,95.0,4495.0,6047,76.69025157232706,2024-06-30,2024-06-30,7.0,7.0,25.3,7.0,7.0,medium,medium,low,low,low,"1220
株伍指标
予想PER
（倍）
<25.3>
7.0
(26.3>
6.8
实PER
高值平均
6.2
安值平均
4.2
PBR
0-92
株幅(5/27)
3970m
最低購人额
24
11.8
39万7000m
8877
宋",7381.png,0.796875,0.5588479325353645,0.9359712864471142,0.79621469073157,不動産業,0.0,3.0,7.0,0.9209634799730556
2024Q2_PRE_ALIGNED,141,4658.T,日本空調サービス,サービス業,0.8636837556350071,42.81984334203655,17.63440860215053,11.355213356060656,17.416378316032286,0.814199389291709,7.343412526997839,75.0,95.54585152838428,100.0,1094.0,4793,42.81984334203655,2024-06-30,2024-06-30,12.0,12.0,25.3,12.0,12.0,medium,medium,low,low,low,"959布E校
株伍指标
予想PER
（倍）
<25.3>
12.0
(26.3>
10.2
实PER
高值平均
13.2
安值平均
10.4
PBR
1.41
株倡(5/27)
3
980P
最低購人额
24
12.1
G000856
4658",5439.png,0.7740667976424361,0.6399347116430903,0.8858419921831627,0.7868352972396794,サービス業,0.0,3.0,12.0,0.8636837556350071
2024Q2_PRE_ALIGNED,26,6625.T,ＪＡＬＣＯホールディングス,不動産業,0.92236698274522,152.13270142180093,32.33830845771144,19.6421768016038,31.358024691358025,0.8120981171957746,21.545667447306798,66.66666666666666,100.0,100.0,532.0,6535,152.13270142180093,2024-06-30,2024-06-30,15.6,15.6,25.3,15.6,15.6,medium,medium,low,low,low,"442
株伍指标
予想PER
（倍）
<25.3>
15.6
(26.3>
9.7
实PER
高值平均
18.6
安值平均
10.0
PBR
2.12
株倡(5/27)
3
384m
最低購人额
24
23.9
3万8400
6625
宋",6317.png,0.4140625,0.622844124047878,0.960651434567298,0.7612651780995314,不動産業,0.0,3.0,15.6,0.92236698274522
2024Q2_PRE_ALIGNED,111,9719.T,ＳＣＳＫ,情報・通信業,0.8784110368412872,39.57428323197221,14.138543516873892,6.785127381393124,9.308600337268125,0.7992232624513335,11.52873756952638,83.33333333333334,99.13606911447084,100.0,3213.0,6276,39.57428323197221,2024-06-30,2024-06-30,21.1,5.0,5.0,5.0,5.0,medium,medium,low,low,low,"05
株伍指标
海正格
予想PER
（倍）
<25.3>
21.1
(26.3>
19.6
实PER
高值平均
22.6
安值平均
16.0
PBR
3.11
株倡(5/27)
3011A
最低購人额
24
14.1
30万1100m
9719
特
情
C
S",7751.png,0.562610229276896,0.2489118607181719,0.8657650896049388,0.6391251724367657,情報・通信業,0.0,3.0,21.1,0.8784110368412872
2024Q2_PRE_ALIGNED,99,9343.T,アイビス,サービス業,0.8840242085082128,150.1462933105431,31.944444444444443,24.189894735352308,33.0396475770925,0.7650333058849902,24.51725886067824,66.66666666666666,94.37086092715232,90.0,855.0,724,150.1462933105431,2024-06-30,2024-06-30,24.12,15.7,24.12,15.7,15.7,medium,medium,low,low,low,"株伍指标
3970
予想PER
（倍）
(24.12>
15.7
(25.12>
12.9
实PER
高值平均
37.1
安值平均
15.1
PBR
8-82
株幅(5/27)
3445P
三
最低購人额
24
34万4500F
9343",7586.png,0.3339882121807465,0.4072837323177367,0.9421371222047036,0.6701706362653876,サービス業,0.0,3.0,24.12,0.8840242085082128
