quarter,rank,ticker,company_name,sector,score,annual_return_pct,quarter_return_pct,avg_monthly_high_low_change_pct,max_monthly_high_low_change_pct,trend_r2,max_drawdown_pct,positive_month_ratio_pct,end_to_trailing_high_pct,persistence_20d_pct,quarter_end_close,price_rows,trailing_return_pct,learning_date,training_cutoff_date,ocr_per,ocr_pbr,ocr_roe,ocr_roa,ocr_yield,ocr_per_confidence,ocr_pbr_confidence,ocr_roe_confidence,ocr_roa_confidence,ocr_yield_confidence,ocr_metrics_text,image_file,sector_adjusted_per_score,finance_quality_score,growth_quality_score,overall_score,simple_sector,headline_score_raw,shikiho_score_overall,forecast_per,promising_score
2024Q2_PRE_ALIGNED,221,9445.T,フォーバルテレコム,情報・通信業,0.8404397119021711,32.647058823529406,9.73236009732361,6.062804087154983,14.180929095354532,0.9070232628377776,7.0460704607046125,66.66666666666666,96.57387580299786,90.0,451.0,6273,32.647058823529406,2024-06-30,2024-06-30,10.6,10.6,25.3,10.6,10.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
10.6
(26.3>
6'6
实PER
高值平均
11.0
安值平均
9.3
PBR
2.57
株倡(5/27)
445F
最低購人额
28.1
4万4500F
9445
情",7642.png,0.91005291005291,0.6421177910772577,0.8405933412538029,0.7907892975579786,情報・通信業,0.0,3.0,10.6,0.8404397119021711
2024Q2_PRE_ALIGNED,65,2349.T,エヌアイデイ,情報・通信業,0.8961793564433389,59.07407407407408,26.323529411764703,17.83549787435403,34.3939393939394,0.8959778039161751,19.72277227722772,75.0,96.84329199549042,70.0,2577.0,5734,59.07407407407408,2024-06-30,2024-06-30,12.8,12.8,25.3,12.8,12.8,medium,medium,low,low,low,"2661栋E楼
株伍指标
予想PER
（倍）
<25.3>
12.8
(26.3>
11.8
实PER
高值平均
10.5
安值平均
7.8
PBR
1.32
株倡(5/27)
2
23799
1万体
最低購人额
24
11.2
23万79009
2349
情
单横",4272.png,0.810405643738977,0.6615342763873776,0.9169668062001732,0.8164018922520042,情報・通信業,0.0,3.0,12.8,0.8961793564433389
2024Q2_PRE_ALIGNED,189,9778.T,昴,サービス業,0.8478297165656252,29.946524064171133,6.268221574344013,3.549691974076097,6.45645645645645,0.8746971449674747,11.538461538461542,75.0,99.45429740791268,100.0,7290.0,6535,29.946524064171133,2024-06-30,2024-06-30,24.7,1.16,25.2,1.16,1.16,medium,medium,low,low,low,"株伍指标
GER
予想PER
（倍）
<25.2>
24.7
(26.2>
23.4
实PER
高值平均
51.3
安值平均
38.4
PBR
1.16
株倡(5/27)
7120m
最低購人额
24
1.0
71万2000m
9778
H",7780.png,0.2485265225933202,0.2917981501632209,0.8164625868845906,0.5850519606123189,サービス業,0.0,3.0,24.7,0.8478297165656252
2024Q2_PRE_ALIGNED,190,9063.T,岡山県貨物運送,陸運業,0.8477884864500751,30.62409288824384,6.5088757396449815,3.384645183769086,8.597285067873294,0.8652994763493805,7.2875816993464015,75.0,99.03713892709766,90.0,3600.0,6259,30.62409288824384,2024-06-30,2024-06-30,9.3,9.3,25.3,9.3,9.3,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
9.3
(26.3>
8.2
实PER
高值平均
5.6
安值平均
4.8
PBR
0-33
株佰(5/27)
3615F
万祥
最低購人额
24
11.8
36万1500m
9063",7456.png,0.8425925925925926,0.6059575625680087,0.8098652872465635,0.7661051756937812,陸運業,0.0,3.0,9.3,0.8477884864500751
2024Q2_PRE_ALIGNED,246,2415.T,ヒューマンホールディングス,サービス業,0.8315826985854189,46.46365422396856,11.35175504107544,10.674835489659507,19.6078431372549,0.8505897351067274,10.416666666666664,58.333333333333336,96.19354838709675,75.0,1491.0,5293,46.46365422396856,2024-06-30,2024-06-30,6.6,6.6,25.3,6.6,6.6,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
6.6
(26.3>
5.9
实PER
高值平均
7.4
安值平均
5.4
PBR
0-90
株倡(5/27)
2
14029
最低購人额
21
14.0
14万200m9
2415
速介特",4299.png,0.9842829076620824,0.5927638737758434,0.8599597777086896,0.787814670449246,サービス業,0.0,3.0,6.6,0.8315826985854189
2024Q2_PRE_ALIGNED,234,9799.T,旭情報サービス,情報・通信業,0.8371288460541998,29.858215179316105,10.818505338078287,8.084886812498048,10.729312762973354,0.8372306269585361,9.715475364330327,75.0,98.60671310956302,65.0,778.5,6235,29.858215179316105,2024-06-30,2024-06-30,10.5,10.5,25.3,10.5,10.5,medium,medium,low,low,low,"1470
株伍指标
予想PER
（倍）
<25.3>
10.5
(26.3>
6'6
实PER
高值平均
11.3
安值平均
9.4
PBR
1.02
株倡(5/27)
1440m
最低購人额
24
10.1
14万4000m
9799
15m",7789.png,0.9153439153439152,0.6410432535364526,0.8079868368457285,0.7835621316056347,情報・通信業,0.0,3.0,10.5,0.8371288460541998
2024Q2_PRE_ALIGNED,342,8871.T,ゴールドクレスト,不動産業,0.8048380123322454,46.99453551912569,3.065134099616862,11.38266676892391,16.753246753246742,0.8313132126078762,19.628099173553714,58.333333333333336,96.90201729106629,100.0,2690.0,6273,46.99453551912569,2024-06-30,2024-06-30,20.2,18.8,25.3,18.8,18.8,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<25.3>
20.2
(26.3>
18.8
实PER
高值平均
13.5
安值平均
9.6
PBR
0-61
株佰(5/27)
2430m
器线
最低購人额
24
2.9
24万3000m
8871
宋",7379.png,0.3203125,0.6430223068552774,0.822758005596145,0.6865264614746878,不動産業,0.0,3.0,20.2,0.8048380123322454
2024Q2_PRE_ALIGNED,169,9436.T,沖縄セルラー電話,情報・通信業,0.8530586040727498,32.82571912013537,10.25280898876404,7.186133063778405,10.659186535764388,0.8256005533612097,9.078590785907858,75.0,99.49302915082384,85.0,1962.5,6535,32.82571912013537,2024-06-30,2024-06-30,14.0,14.0,25.3,14.0,14.0,medium,medium,low,low,low,"00
株伍指标
海正格
予想PER
（倍）
<25.3>
14.0
(26.3>
13.7
实PER
高值平均
14.9
安值平均
11.9
PBR
1.81
幅(5/27)
8
3570m
最低購人额
24
12.5
35万7000m
9436
情",7637.png,0.7680776014109347,0.6724700761697497,0.826464158024472,0.7804098609846549,情報・通信業,0.0,3.0,14.0,0.8530586040727498
2024Q2_PRE_ALIGNED,453,9651.T,日本プロセス,情報・通信業,0.7744132234830821,24.23913043478261,7.932011331444766,7.964139153555577,16.153846153846164,0.8227908965103073,9.638554216867467,66.66666666666666,94.61920529801324,65.0,1143.0,6522,24.23913043478261,2024-06-30,2024-06-30,14.5,14.5,24.5,14.5,14.5,medium,medium,low,low,low,"株伍指标
予想PER
（倍）
<24.5>
14.5
<25.5>
13.7
实PER
高值平均
15.0
安值平均
11.9
PBR
1.02
3
株幅(5/27)
1080F
最低購人额
21
10万8000P
9651
情",7720.png,0.7416225749559083,0.5025435255712731,0.7692619140147898,0.6860585997053881,情報・通信業,0.0,3.0,14.5,0.7744132234830821
2024Q2_PRE_ALIGNED,28,8877.T,エスリード,不動産業,0.9209634799730556,76.69025157232706,27.517730496453897,12.99279960141964,25.40861812778603,0.8148425168484055,13.179723502304151,75.0,98.46659364731651,95.0,4495.0,6047,76.69025157232706,2024-06-30,2024-06-30,7.0,7.0,25.3,7.0,7.0,medium,medium,low,low,low,"1220
株伍指标
予想PER
（倍）
<25.3>
7.0
(26.3>
6.8
实PER
高值平均
6.2
安值平均
4.2
PBR
0-92
株幅(5/27)
3970m
最低購人额
24
11.8
39万7000m
8877
宋",7381.png,0.796875,0.5588479325353645,0.9359712864471142,0.79621469073157,不動産業,0.0,3.0,7.0,0.9209634799730556
